,iyear,imonth,iday,country_txt,city,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,motive
2667,2012,3,5,Philippines,Makilala,1,Bombing/Explosion,Military,Philippines,New People's Army (NPA),"New People's Army (NPA) spokesperson Rigoberto Sanchez claimed responsibility for the killing of the soldiers. Sanchez stated that the attack was in retaliation for the killing of civilian Ramon Batoy, the alleged torture and incarceration of two other farmers, and the forced evacuation of civilians in Kabalantian."
2668,2001,6,24,Philippines,Koronadal,1,Bombing/Explosion,Transportation,Philippines,New People's Army (NPA),"New People's Army (NPA) tried to collect ""revolutionary taxes"" from the owner of Yellow Bus Lines (YBL), Richie Yap, who reportedly refused to give into numerous NPA demands for money."
2669,1999,1,1,South Africa,Cape Town,1,Bombing/Explosion,Private Citizens & Property,South Africa,Unknown,"News reports suggested that the bombing was made as an act of objection to the release of the movie ""The Siege,"" which depicts Islamic groups bombing New York City."
2670,1978,10,4,United States,Chicago,1,Facility/Infrastructure Attack,Business,United States,Otpor,"Nikolic was sent a letter demanding he contribute money to the Croatian nationalist cause, similar to the assassination case of Anthony Cikoja."
2671,2005,3,23,Sweden,Stockholm,1,Armed Assault,Government (Diplomatic),Russia,Global Intifada,No
2672,2005,4,15,Iraq,Ramadi,1,Assassination,Government (General),Iraq,Unknown,No
2673,2014,11,15,Thailand,Ban Blu Ka,1,Bombing/Explosion,Police,Thailand,Separatists,"No group claimed responsibility for the incident; however, sources noted that near the location of the incident, police officers found a message on a pole reading"" Sovereign State of Pattani."""
2674,2010,1,20,Pakistan,Peshawar,0,Assassination,Government (General),Pakistan,Unknown,"No motive for the attack was reported; however, the Awami National Party is opposed to Islamist militancy. The ruling Awami National Party (ANP) in Pakistan's Northwest Frontier Province is a secular party that has been an outspoken critic of the Taliban and the Taliban has targeted several members of the ANP, including Aurangzeb Khan's brother."
2675,2010,11,26,Algeria,Cape Djenet,1,Bombing/Explosion,Police,Algeria,Unknown,"No motive for this event was states, however there was a clash with military forces in the area later the same day."
2676,2004,7,28,Iraq,Ramadi,1,Hostage Taking (Kidnapping),Government (General),Iraq,Gunmen,"No motive is explicitly stated; however, the hostages were released after the governor resigned from his post and apologized for working with the Americans."
2677,2010,3,1,Algeria,Ouled Aissa,1,Bombing/Explosion,Military,Algeria,Unknown,"No motive is stated.  However, clashes between the National People's Army and armed militants is common in this area."
2678,2010,3,3,Algeria,Yakouren,1,Bombing/Explosion,Police,Algeria,Unknown,"No motive stated.  However, there were a number of violent clashes in the area around this time."
2679,2010,8,0,Algeria,Beni Ksila,1,Armed Assault,Military,Algeria,Al-Qaida in the Islamic Maghreb (AQIM),No motive stated.  The area around Beni Ksila is known to be used by the GSPC.
2680,2010,7,3,Algeria,Freha,1,Hostage Taking (Kidnapping),Private Citizens & Property,Algeria,Unknown,"No motive was stated.  However, there have been numerous kidnappings in this area."
2681,2010,7,4,Algeria,Gabel Boudhelal,1,Bombing/Explosion,Private Citizens & Property,Algeria,Unknown,"No motive was stated.  However, there have been numerous similar attacks in the area."
2682,2010,12,23,Algeria,Ait Aissi,1,Bombing/Explosion,Military,Algeria,Unknown,"No specific motive for this attack was stated, however, this is not the first time security forces have been targeted in this area."
2683,2010,9,21,Algeria,Bordj Menaiel,1,Bombing/Explosion,Unknown,,Unknown,"No specific motive was stated.  However, this was the second bomb found in a short period of time in the same area."
2684,2008,5,17,Nepal,Kathmandu,1,Bombing/Explosion,Government (Diplomatic),Norway,Unknown,Norway's support for the peace process in Nepal could have been a motive.
2685,2013,11,21,Afghanistan,Manogai,1,Unknown,Police,Afghanistan,Taliban,"Note: ""At least eleven"" should be ""At least 11"" in the incident summary."
2686,2013,11,21,Pakistan,Chaman,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Unknown,"Note: ""Attached"" is spelled ""attacked"" in the incident summary."
2687,2013,10,20,Afghanistan,Spin Boldak,1,Armed Assault,Police,Afghanistan,Taliban,"Note: ""Border"" is spelled incorrectly in the incident summary."
2688,2013,10,22,United Kingdom,Londonderry,0,Bombing/Explosion,Police,Northern Ireland,Dissident Republicans,"Note: ""Dissident republicans"" shouldn't be capitalized in the incident summary."
2689,2013,10,24,Iraq,Madain,1,Bombing/Explosion,Business,Iraq,Unknown,"Note: ""Fourteen"" shouldn't be spelled out in the incident summary."
2690,2013,10,22,Bangladesh,Bogra,1,Armed Assault,Police,Bangladesh,Jamaat-E-Islami (Bangladesh),"Note: ""Molotov"" needs to be capitalized in the incident summary."
2691,2013,10,24,Russia,Volgograd,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Russia,Unknown,"Note: ""Molotov"" needs to be capitalized in the incident summary."
2692,2013,10,26,Iraq,Unknown,1,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Unknown,"Note: ""Sheikh"" shouldn't be capitalized in the incident summary."
2693,2013,11,25,Philippines,Mariquet,1,Armed Assault,Government (General),Philippines,Unknown,"Note: Inconsistent spelling of ""Mariquit"" within the incident summary."
2694,2013,11,21,Pakistan,Bara,1,Hostage Taking (Kidnapping),Educational Institution,Pakistan,Lashkar-e-Islam (Pakistan),"Note: Multiple typos in the incident summary; ""polio"" is capitalized, and a date is written November 26th, 2013 (should be November 26)."
2695,2013,11,22,Nigeria,Abuja,0,Assassination,Government (General),Nigeria,Unknown,"Note: Possible DTP situation. Multiple sources suspect that the attack was fabricated to draw attention away from scandals in which the victim, the Minister of Transportation, was involved."
2696,2013,11,25,India,Bongaigaon,1,Bombing/Explosion,Business,India,National Democratic Front of Bodoland (NDFB),Note: Possible DTP situation. One of the UNI articles makes mention of extortion as a motive.
2697,2013,11,28,India,Chauliaganj,1,Bombing/Explosion,Business,India,Unknown,Note: Possible DTP situation. Sources stated that the assailants were targeting a construction site over extortion demands
2698,2013,9,27,Thailand,Rueso district,1,Bombing/Explosion,Police,Thailand,Unknown,"Note: The incident summary makes mention of tacks that were laid on the road. The articles mention nails and spikes, but I didn't see the word ""tacks"" used anywhere. Seems like a significant difference. (Also, ""spikes"" is used for the related incident, 201309270033)."
2699,2013,11,21,Pakistan,Pindyali,1,Bombing/Explosion,Government (General),Pakistan,Tehrik-i-Taliban Pakistan (TTP),"Note: The incident summary reads ""The blast killed people."" I count three casualties."
2700,2013,11,26,Iraq,Tarmiyah,1,Bombing/Explosion,Military,Iraq,Unknown,"Note: The Incident summary reads ""two bomber."" It should be ""two bombers."""
2701,2013,11,26,Iraq,Tarmiyah,1,Bombing/Explosion,Military,Iraq,Unknown,"Note: The Incident summary reads ""two bomber."" It should be ""two bombers."""
2702,2013,11,25,Libya,Benghazi,1,Armed Assault,Military,Libya,Ansar al-Sharia (Libya),"Note: The summary lists the outcome as unknown, but, while casualty numbers do conflict across articles, there are casualty numbers."
2703,2000,11,1,Philippines,Talaba,1,Armed Assault,Transportation,Philippines,New People's Army (NPA),NPA burned the bus because JAC Liner failed to pay the tax demanded by the rebels.
2704,2006,4,1,Afghanistan,Garmser district,1,Bombing/Explosion,Government (General),Afghanistan,Taliban,Obstruct the anti-poppy effort in Afghanistan
2705,2006,4,10,Iraq,Al-Baghdadi,1,Bombing/Explosion,Food or Water Supply,Iraq,Unknown,Obstruct water supply to U.S. military forces and the industry that supplies it
2706,1977,5,23,Netherlands,Tynaarlo,1,Armed Assault,Unknown,Netherlands,South Moluccans,Obtain the freedom for 21 comrades in Dutch jails at the time of the attacks
2707,1977,5,23,Netherlands,Bovensmilde,1,Armed Assault,Educational Institution,Netherlands,South Moluccans,Obtain the freedom for 21 comrades in Dutch jails at the time of the attacks
2708,1970,8,25,United States,Burlington,1,Facility/Infrastructure Attack,Police,United States,Left-Wing Militants,Offensive against police
2709,1970,9,2,United States,San Francisco,1,Bombing/Explosion,Police,United States,Black Nationalists,Offensive against police
2710,2007,9,6,Thailand,Bannang Sata (District),1,Bombing/Explosion,Private Citizens & Property,Thailand,Unknown,"Officials believe the bombs and hoaxes were retaliation for the death of one of the militants' bomb experts, Suhaime Sutae."
2711,2007,9,6,Thailand,Unknown,0,Bombing/Explosion,Government (General),Thailand,Unknown,"Officials believe the bombs and hoaxes were retaliation for the death of one of the militants' bomb experts, Suhaime Sutae."
2712,2007,9,6,Thailand,Unknown,0,Bombing/Explosion,Government (General),Thailand,Unknown,"Officials believe the bombs and hoaxes were retaliation for the death of one of the militants' bomb experts, Suhaime Sutae."
2713,2000,5,5,Pakistan,Karachi,1,Bombing/Explosion,Police,Pakistan,Unknown,Officials believe this attack took place in response to the death of a Shiite doctor and three of his patients.
2714,2000,5,5,Pakistan,Karachi,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Unknown,Officials believe this attack took place in response to the death of a Shiite doctor and three of his patients.
2715,2000,11,22,Kosovo,Pristina,1,Bombing/Explosion,Government (General),Serbia-Montenegro,Unknown,Officials believed it was the work of ethnic Albanian separatists opposed to Yugoslav rule.
2716,2001,10,1,Japan,Mutsuzawa,1,Bombing/Explosion,Government (General),Japan,Unknown,Officials believed that the bomb was planted by extremists opposed to the expansion of Narita airport.
2717,2001,1,28,Somalia,Kismayo,1,Bombing/Explosion,Airports & Aircraft,Kenya,Marhan Clan,Officials believed that the perpetrators attacked the plane because of an argument of the proceeds from khat.
2718,1999,10,8,Bangladesh,Khulna,1,Bombing/Explosion,Religious Figures/Institutions,Bangladesh,Unknown,Officials believed that the several bomb incidents on this day were part of a plot to destabilize the government.
2719,1999,10,8,Bangladesh,Dhaka,0,Bombing/Explosion,Journalists & Media,Bangladesh,Unknown,Officials believed that the several bomb incidents on this day were part of a plot to destabilize the government.
2720,1999,10,8,Bangladesh,Dhaka,0,Bombing/Explosion,Religious Figures/Institutions,Bangladesh,Unknown,Officials believed that the several bomb incidents on this day were part of a plot to destabilize the government.
2721,2004,8,12,Spain,Santander,1,Bombing/Explosion,Tourists,Spain,Basque Fatherland and Freedom (ETA),Officials said that the attacks were intended to hurt Spain's tourism industry.
